ACFT_SERIES,ICAO,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE,ENGINE_ID
B767 3Q8 ER BDSF WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 3Q8 ER WL,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 3S1 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 3S2 F,B763,CF6-80C2B7F,2,B763,B763PW60,J,2GE054
B767 3T7 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 3W0 ER,B763,RB211-524H,2,B763,B763ERGE61,J,1RR011
B767 3X2 ER,B763,CF6-80C2B6F,2,B763,B763ERGE61,J,01P02GE188
B767 3Y0 ER,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 3Y0 ER BDSF,B763,PW4060,2,B763,B763ERGE61,J,12PW101
B767 3Z9 ER,B763,PW4056,2,B763,B763ERGE61,J,1PW042
B767 3Z9 ER WL,B763,PW4056,2,B763,B763ERGE61,J,1PW042
B767 424 ER,B764,CF6-80C2B7F,2,B764,B764ER,J,2GE054
B767 432 ER,B764,CF6-80C2B7F,2,B764,B764ER,J,2GE054
B767 4FS,B764,CF6-80C2B7F,2,B764,B764ER,J,2GE054
B777 206 ER,B772,GE90-94B,2,B772,B772RR92,J,9GE128
B777 212 ER,B772,TRENT 892,2,B772,B772RR92,J,2RR027
B777 219 ER,B772,TRENT 892,2,B772,B772RR92,J,2RR027
B777 21B,B772,GE90-85B,2,B772,B772RR92,J,9GE126
B777 21B ER,B772,GE90-92B,2,B772,B772RR92,J,3GE066
B777 21H,B772,TRENT 871,2,B772,B772RR92,J,2RR025
B777 21H ER,B772,TRENT 892B,2,B772,B772RR92,J,2RR027
B777 21H LR,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 222,B772,PW4077,2,B772,B772RR92,J,2PW061
B777 222 ER,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 223 ER,B772,TRENT 892-17,2,B772,B772RR92,J,2RR027
B777 224 ER,B772,GE90-90B,2,B772,B772RR92,J,9GE127
B777 228 ER,B772,GE90-92B,2,B772,B772RR92,J,3GE066
B777 22K LR,B772,TRENT 892,2,B772,B772RR92,J,2RR027
B777 232,B772,TRENT 892,2,B772,B772RR92,J,2RR027
B777 232 ER,B772,TRENT 892,2,B772,B772RR92,J,2RR027
B777 232 LR,B77L,GE90-115B1,2,B77L,B772LR,J,01P21GE217
B777 233 LR,B77L,GE90-110B1,2,B77L,B772LR,J,01P21GE216
B777 236,B772,GE90-76B,2,B772,B772RR92,J,9GE124
B777 236 ER,B772,GE90-85B,2,B772,B772RR92,J,9GE126
B777 237 LR,B77L,GE90-110B1,2,B77L,B772LR,J,01P21GE216
B777 240 ER,B772,GE90-94B,2,B772,B772RR92,J,9GE128
B777 240 LR,B77L,GE90-110B1,2,B77L,B772LR,J,01P21GE216
B777 243 ER,B772,GE90-94B,2,B772,B772RR92,J,9GE128
B777 246 ER,B772,GE90-94B,2,B772,B772RR92,J,9GE128
B777 24Q ER,B772,GE90-92B,2,B772,B772RR92,J,3GE066
B777 258 ER,B772,TRENT 895,2,B772,B772RR92,J,5RR040
B777 260 LR,B77L,GE90-115B1,2,B77L,B772LR,J,01P21GE217
B777 266,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 266 ER,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 268 ER,B772,GE90-92B,2,B772,B772RR92,J,3GE066
B777 269 ER,B772,GE90-90B,2,B772,B772RR92,J,9GE127
B777 26K ER,B772,PW4084D,2,B772,B772RR92,J,10PW098
B777 281 ER,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 28E ER,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 29L,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 29M LR,B77L,GE90-115B1,2,B77L,B772LR,J,01P21GE217
B777 2AN ER,B772,PW4077,2,B772,B772RR92,J,2PW061
B777 2B5 ER,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 2D7,B772,TRENT 871,2,B772,B772RR92,J,2RR025
B777 2D7 ER,B772,TRENT 871,2,B772,B772RR92,J,2RR025
B777 2DZ LR,B77L,GE90-110B1,2,B77L,B772LR,J,01P21GE216
B777 2FB LR,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 2H6,B772,TRENT 890,2,B772,B772RR92,J,2RR027
B777 2J6,B772,PW4090,2,B772,B772RR92,J,10PW099
B777 2KQ LR,B77L,GE90-115B1,2,B77L,B772LR,J,01P21GE217
B777 2M2 ER,B772,GE90-94B,2,B772,B772RR92,J,9GE128
B777 2Q8 ER,B772,GE90-90B,2,B772,B772RR92,J,9GE127
B777 2U8 ER,B772,TRENT 892,2,B772,B772RR92,J,2RR027
B777 2Z9,B772,GE90-90B,2,B772,B772RR92,J,9GE127
B777 2Z9 ER,B772,GE90-90B,2,B772,B772RR92,J,9GE127
B777 300 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 306 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 309 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 312,B773,TRENT 892,2,B773,B773RR92,J,2RR027
B777 312 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 319 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 31B ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 31H,B773,TRENT 892,2,B773,B773RR92,J,2RR027
B777 31H ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 323 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 328 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 32W ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 333 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 336 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 337 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 340 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 346,B773,PW4090,2,B773,B773RR92,J,10PW099
B777 346 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 35E ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 35R ER,B77W,GE90-118B,2,B77W,B773ERGE115B,J,01P21GE217
B777 360 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 367 ER,B77W,GE90-115BL2,2,B77W,B773ERGE115B,J,01P21GE217
B777 368 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 36N ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 36N ER BDSF,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 36N ER SF,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 381 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 39L ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 39M ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 39P ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3AL ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3B5,B773,PW4098,2,B773,B773RR92,J,5PW076
B777 3B5 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3D7,B773,TRENT 892,2,B773,B773RR92,J,2RR027
B777 3DE ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3DZ ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3E9 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3F2 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3FG ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3FX ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3M0 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3M2 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3Q8 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3U3 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3U8 ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 3ZG ER,B77W,GE90-115B,2,B77W,B773ERGE115B,J,01P21GE217
B777 9,B779,GE9X-105B1A,2,B77W,,J,01P21GE217
B777 F,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 F1B,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 F1H,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 F28 LR,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 F60,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 F6N,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FB5,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FBT,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FDZ,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FEZ,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FFG,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FFT,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FFX,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FHT,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FS2,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FZB,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B777 FZN LR,B77L,GE90-115B1L,2,B77L,B772LR,J,01P21GE217
B787 10,B78X,GENX-1B,2,B78X,,J,01P17GE210
B787 8,B788,GENX-64B,2,B788,B788GE67,J,12GE150
B787 9,B789,GENX-64B,2,B789,B789GE75,J,12GE150
BAC 1 11 401 AK,BA11,SPEY 511-14,2,BA11,,J,8RR043
BAC 1 11 401AK,BA11,SPEY 511-14,2,BA11,,J,8RR043
BAC 1 11 422EQ,BA11,SPEY 511-14W,2,BA11,,J,8RR043
BAC 1 11 479FU,BA11,SPEY 512-14DW,2,BA11,,J,8RR043
BAC 1 11 485GD F,BA11,SPEY 512-14DW,2,BA11,,J,8RR043
BAC 1 11 488GH,BA11,SPEY 512-14DW,2,BA11,,J,8RR043
BAC 1 11 492GM,BA11,SPEY 511-14DW,2,BA11,,J,8RR043
BAC 1 11 539GL,BA11,SPEY 512-14DW,2,BA11,,J,8RR043
BAE125 1000,H25C,PW305B,2,H25B,,J,PW307B
BAE125 1000A,H25C,PW305B,2,H25B,,J,PW307B
BAE125 1000B,H25C,PW305B,2,H25B,,J,PW307B
BAE125 1F,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 3A,H25A,VIPER 522,2,H25A,,J,1AS002
BAE125 3A RA,H25A,VIPER 522,2,H25A,,J,1AS002
BAE125 3B,H25A,VIPER 522,2,H25A,,J,1AS002
BAE125 3F,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 400A,H25A,VIPER 522,2,H25A,,J,1AS002
BAE125 400F,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 600A,H25A,VIPER 601-22,2,H25A,,J,1AS002
BAE125 600B,H25A,VIPER 601-22,2,H25A,,J,1AS002
BAE125 600F,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 700A,H25B,TFE731-3-1H,2,H25B,,J,1AS002
BAE125 700B,H25B,TFE731-3-1H,2,H25B,,J,1AS002
BAE125 750,H25B,TFE731-5BR,2,H25B,,J,1AS002
BAE125 800,H25B,TFE731-5R-1H,2,H25B,,J,1AS002
BAE125 800A,H25B,TFE731-5R-1H,2,H25B,,J,1AS002
BAE125 800B,H25B,TFE731-5R-1H,2,H25B,,J,1AS002
BAE125 800XP,H25B,TFE731-5BR,2,H25B,,J,1AS002
BAE125 800XPI,H25B,TFE731-5BR,2,H25B,,J,1AS002
BAE125 800XPR,H25B,TFE731-50R,2,H25B,,J,1AS002
BAE125 850XP,H25B,TFE731-5BR,2,H25B,,J,1AS002
BAE125 850XPI,H25B,TFE731-5BR,2,H25B,,J,1AS002
BAE125 900XP,H25B,TFE731-50R,2,H25B,,J,1AS002
BAE125 CC3,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 F3B RA,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 F400A,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 F400B,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE125 F600A,H25B,TFE731-3R1H,2,H25B,,J,1AS002
BAE125 F600B,H25B,TFE731-3R-1H,2,H25B,,J,1AS002
BAE146 100,B461,LF502R-5,4,B462,,J,1TL003
BAE146 200,B462,LF502R-5,4,B462,,J,1TL003
BAE146 200 QT,B462,LF502R-5,4,B462,,J,1TL003
BAE146 200A,B462,LF502R-5,4,B462,,J,1TL003
BAE146 200QC,B462,LF502R-5,4,B462,,J,1TL003
BAE146 200QT,B462,LF502R-5,4,B462,,J,1TL003
BAE146 300,B463,LF502R-5,4,B463,,J,1TL003
BAE146 300 QT,B463,LF502R-5,4,B463,,J,1TL003
BAE146 300A,B463,LF502R-5,4,B463,,J,1TL003
BAE146 300QT,B463,LF502R-5,4,B463,,J,1TL003
BAE146 301ARA,B463,LF502R-5,4,B463,,J,1TL003
BAE146 CC2,B461,LF502R-5,4,B462,,J,1TL003
BAE146 RJ100,RJ1H,LF507-1F,4,RJ1H,,J,1TL004
BAE146 RJ70,RJ70,LF507-1F,4,RJ85,,J,1TL004
BAE146 RJ70 ER,RJ70,LF507-1F,4,RJ85,,J,1TL004
BAE146 RJ85,RJ85,LF507-1F,4,RJ85,,J,1TL004
BD100 1A10 CHALLENGER 300,CL30,HTF7000,2,CL30,,J,11HN003
BD100 1A10 CHALLENGER 350,CL35,HTF7350,2,CL30,,J,01P14HN011
BD700 1A10 ASTOR,GLEX,BR710A2-20,2,GLEX,,J,01P04BR013
BD700 1A10 GLOBAL EXPRESS,GLEX,BR710A2-20,2,GLEX,,J,01P04BR013
BD700 1A10 GLOBAL EXPRESS 6000,GLEX,BR710A2-20,2,GLEX,,J,01P04BR013
BD700 1A10 GLOBAL EXPRESS XRS,GLEX,BR710A2-20,2,GLEX,,J,01P04BR013
BD700 1A11 GLOBAL 5000,GL5T,BR710A2-20,2,GL5T,,J,01P04BR013
BD700 1A11 GLOBAL 5000 GVFD,GL5T,BR710A2-20,2,GL5T,,J,01P04BR013
BD700 2A12 GLOBAL 7500,GL7T,GE PASSPORT,2,GLEX,,J,01P11BR016
BD700 E11A,GLEX,BR710A2-20,2,GLEX,,J,01P04BR013
BE400 T 1A JAYHAWK,BE40,JT15D-5,2,BE40,,J,1PW037
BEECH 400,BE40,JT15D-5,2,BE40,,J,1PW037
BEECH 400A,BE40,JT15D-5,2,BE40,,J,1PW037
BEECH 400NEXT,BE4W,FJ44-3A,2,BE40,,J,1AS001
C 20A G1159A,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
C 20B G1159A,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
C 20C G1159A,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
C 20D G1159A,GLF3,SPEY 511-8,2,GLF2,,J,SPEY MK511-8
C 20F G1159C,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
C 20G G1159C,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
C 20H G1159C,GLF4,TAY 611-8,2,CRJ9,,J,11RR048
C 32A B757 2G4,B752,PW2040,2,B752,B752WRR40,J,4PW073
C 38A IAI1125SPX ASTRA,ASTR,TFE731-3C-200G,2,G150,,J,1AS002
C 9A DC 9,DC93,JT8D-9,2,DC93,,J,1PW006
C 9B DC 9,DC93,JT8D-9,2,DC93,,J,1PW006
C 9C DC 9,DC93,JT8D-9,2,DC93,,J,1PW006
C135B B707,W135,JT3D-3B,4,B703,,J,1CM001
C40A B737 7AF,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
C40B B737 7AN,B737,CFM56-7B22,2,B737,B737W24,J,3CM031
C40B B737 7DM,B737,CFM56-7B27,2,B737,B737W24,J,3CM034
C40B B737 7FD,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
C40C B737 7BC,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
C40C B737 7CP,B737,CFM56-7B26,2,B737,B737W24,J,8CM051
CC144 CL600 1A11 CL600S,CL60,ALF502L-2,2,CL60,,J,1TL001
CC144 CL600 2A12 CL601 1A,CL60,CF34-1A,2,CL60,,J,1GE034
CC150 A310 304,A310,CF6-80C2A2,2,A310,A310-308,J,2GE037
CC150 A310 304F,A310,CF6-80C2A2,2,A310,A310-308,J,2GE037
CC150 MRTT A310 304,A310,CF6-80C2A2,2,A310,A310-308,J,2GE037
CC150MRT A310 304,A310,CF6-80C2A2,2,A310,A310-308,J,2GE037
CE144 CL600 1A11 CL600S,CL60,ALF502L-2,2,CL60,,J,1TL001
CESSNA 5,C56X,0,2,C56X,,J,BIZLIGHTJET_F
CESSNA 500,C500,JT15D-1,2,C551,,J,1PW035
CESSNA 501,C501,JT15D-1A,2,C551,,J,1PW035
CESSNA 501 SIERRA EAGLE II,C501,FJ44-2A,2,C551,,J,1AS001
CESSNA 510 MUSTANG,C510,PW615F-A,2,C510,,J,PW610F
CESSNA 525,C525,FJ44-1A,2,C525,,J,1AS001
CESSNA 525 CJ1,C525,FJ44-1A,2,C525,,J,1AS001
CESSNA 525 CJ1 M2,C25M,FJ44-1AP-21,2,C525,,J,1AS001
CESSNA 525A CJ2,C25A,FJ44-3A-24,2,C25A,,J,1AS001
CESSNA 525B CJ3,C25B,FJ44-3A,2,C25B,,J,BIZLIGHTJET_F
CESSNA 525C CJ4,C25C,FJ44-4A,2,C25C,,J,BIZLIGHTJET_F
CESSNA 550,C550,JT15D-4,2,C550,,J,1PW036
CESSNA 550 BRAVO,C55B,PW530A,2,C55B,,J,PW530
CESSNA 550 SCD,C550,JT15D-4,2,C550,,J,1PW036
CESSNA 551,C551,JT15D-4,2,C551,,J,1PW036
CESSNA 560,C560,JT15D-5A,2,C560,,J,1PW037
CESSNA 560 ENCORE,C560,PW535B,2,C560,,J,PW530
CESSNA 560 EXCEL,C56X,PW545A,2,C56X,,J,PW530
CESSNA 560 UC 35A,C560,JT15D-5D,2,C560,,J,1PW037
CESSNA 560 UC 35B,C560,PW535A,2,C560,,J,PW530
CESSNA 560 UC 35C,C560,PW535A,2,C560,,J,PW530
CESSNA 560 UC 35D,C560,PW535A,2,C560,,J,PW530
CESSNA 560 XLS,C56X,PW545B,2,C56X,,J,PW530
CESSNA 650,C650,TFE731-3B-100S,2,C650,,J,1AS002
CESSNA 680 LATITUDE,C68A,PW306C,2,C680,,J,7PW078
CESSNA 680 SOVEREIGN,C680,PW306C,2,C680,,J,7PW078
CESSNA 700 LONGITUDE,C700,HTF7700L,2,C700,,J,01P18HN013
CESSNA 750,C750,AE3007C-1,2,C750,,J,6AL023
CESSNA F500,C500,JT15D-1,2,C551,,J,1PW035
CESSNA F550,C550,JT15D-4,2,C550,,J,1PW036
CESSNA M2,C25M,FJ44-1AP-21,2,C525,,J,1AS001
CESSNA S550,C550,JT15D-4B,2,C550,,J,1PW036
CHALLENGER 800,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 1A11 CL600S,CL60,ALF502L-2,2,CL60,,J,1TL001
CL600 1A12 CL600S,CL60,ALF502L-2,2,CL60,,J,1TL001
CL600 2A12 CL601 1A,CL60,CF34-1A,2,CL60,,J,1GE034
CL600 2B16 CL601 3A,CL60,CF34-3A,2,CL60,,J,1GE034
CL600 2B16 CL601 3R,CL60,CF34-3A1,2,CL60,,J,1GE035
CL600 2B19 CHALLENGER 800,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2B19 CHALLENGER 850,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2B19 PF RJ100ER,CRJ1,CF34-3A1,2,CRJ1,,J,1GE035
CL600 2B19 PF RJ100LR,CRJ1,CF34-3A1,2,CRJ1,,J,1GE035
CL600 2B19 PF RJ200ER,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2B19 RJ100ER,CRJ1,CF34-3A1,2,CRJ1,,J,1GE035
CL600 2B19 RJ100LR,CRJ1,CF34-3A1,2,CRJ1,,J,1GE035
CL600 2B19 RJ200,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2B19 RJ200ER,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2B19 RJ200LR,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2B19 RJ200LR PF,CRJ2,CF34-3A1,2,CRJ2,,J,1GE035
CL600 2B19 RJ440,CRJ2,CF34-3B1,2,CRJ2,,J,01P05GE189
CL600 2C10 RJ700,CRJ7,CF34-8C1,2,CRJ9,,J,5GE083
CL600 2C10 RJ700NG,CRJ7,CF34-8C1,2,CRJ9,,J,5GE083
CL600 2C10 RJ702,CRJ7,CF34-8C5B1,2,CRJ9,,J,01P08GE192
CL600 2C11 RJ550,CRJ7,CF34-8C1,2,CRJ9,,J,5GE083
CL600 2D15 RJ705,CRJ9,CF34-8C5,2,CRJ9,,J,01P08GE190
CL600 2D24 CHALLENGER 890,CRJ9,CF34-8C5,2,CRJ9,,J,01P08GE190
CL600 2D24 RJ900,CRJ9,CF34-8C5,2,CRJ9,,J,01P08GE190
CL600 2D24 RJ900ER,CRJ9,CF34-8C5,2,CRJ9,,J,01P08GE190
CL600 2D24 RJ900NG,CRJ9,CF34-8C5,2,CRJ9,,J,01P08GE190
CL600 2E25 RJ1000,CRJX,CF34-8C5A2,2,CRJX,,J,01P08GE193
CL604,CL60,CF34-7B,2,CL60,,J,01P05GE189
CL605,CL60,CF34-3B,2,CL60,,J,01P05GE189
CL650,CL60,CF34-3B,2,CL60,,J,01P05GE189
CS100,BCS1,PW1524G,2,B736,,J,04P20PW196
CS300,BCS3,PW1521G,2,A318,,J,04P20PW197
DC10 10,DC10,CF6-6D1A,3,DC10,,J,1GE002
DC10 10 F,DC10,CF6-6K,3,DC10,,J,1GE003
DC10 30,DC10,CF6-50C2,3,DC10,,J,3GE074
DC10 30 ER,DC10,CF6-50C2B,3,DC10,,J,3GE078
DC10 30 ER F,DC10,CF6-50C2B,3,DC10,,J,3GE078
DC10 30 F,DC10,CF6-50C2,3,DC10,,J,3GE074
DC10 30CF,DC10,CF6-50C2,3,DC10,,J,3GE074
DC10 40 F,DC10,JT9D-59A,3,DC10,,J,1PW033
DC10 40D F,DC10,JT9D-59A,3,DC10,,J,1PW033
DC10 40I,DC10,JT9D-59A,3,DC10,,J,1PW033
DC8 55F,DC85,JT3D-3B/Q,4,B703,,J,1PW001
DC8 62AF,DC86,JT3D-3B/Q,4,DC87,,J,1PW001
DC8 62CF,DC86,JT3D-7/Q,4,DC87,,J,1PW002
DC8 62F,DC86,JT3D-7/Q,4,DC87,,J,1PW002
DC8 62H,DC86,JT3D-7/Q,4,DC87,,J,1PW002
DC8 63CF,DC86,JT3D-7/Q,4,DC87,,J,1PW002
DC8 63F,DC86,JT3D-7/Q,4,DC87,,J,1PW002
DC8 71F,DC87,CFM56-2C1,4,DC87,,J,1CM003
DC8 72,DC87,CFM56-2C6,4,DC87,,J,1CM003
DC8 72CF,DC87,CFM56-1B,4,DC87,,J,1CM002
DC8 72H,DC87,CFM56-2C1,4,DC87,,J,1CM003
DC8 73AF,DC87,CFM56-2C5,4,DC87,,J,1CM003
DC8 73CF,DC87,CFM56-2C1,4,DC87,,J,1CM003
DC8 73F,DC87,CFM56-2C5,4,DC87,,J,1CM003
DC8F 54,DC85,JT3D-3B/Q,4,B703,,J,1PW001
DC8F 55,DC85,JT3D-3B/Q,4,B703,,J,1PW001
DC9 14,DC91,JT8D-7,2,BA11,,J,8PW085
DC9 15,DC91,JT8D-7,2,BA11,,J,8PW085
DC9 15F,DC91,JT8D-7,2,BA11,,J,8PW085
DC9 21,DC92,JT8D-11,2,A158,,J,1PW008
DC9 31,DC93,JT8D-9A,2,DC93,,J,1PW006
DC9 32,DC93,JT8D-9A,2,DC93,,J,1PW006
DC9 33F CF,DC93,JT8D-9A,2,DC93,,J,1PW006
DC9 33F RC,DC93,JT8D-7B,2,DC93,,J,8PW085
DC9 33RC,DC93,JT8D-9A,2,DC93,,J,1PW006
DC9 34CF,DC93,JT8D-17,2,DC93,,J,1PW012
DC9 51,DC95,JT8D-17,2,B712,,J,1PW012
DO328 300 JET,J328,PW306B,2,E135,,J,7PW078
DO328 310 JET,J328,PW306B,2,E135,,J,7PW078
ECLIPSE 500,EA50,PW610F,2,EA50,,J,PW610F
ELITE,E55P,FJ-33-4,2,E55P,,J,1AS001
EMB135BJ,E35L,AE3007A3,2,E35L,EMB-135BJ-Legacy600,J,01P06AL034
EMB135ER,E135,AE3007A3,2,E135,EMB-135ER,J,01P06AL034
EMB135KL,E135,AE3007A3,2,E135,EMB-135ER,J,01P06AL034
EMB135LR,E135,AE3007A3,2,E135,EMB-135LR,J,01P06AL034
EMB135SL,E135,AE3007A3,2,E135,EMB-135ER,J,01P06AL034
EMB145,E145,AE3007A1,2,E145,EMB-145ER,J,01P06AL028
EMB145EP,E145,AE3007A1,2,E145,EMB-145ER,J,01P06AL028
EMB145ER,E145,AE3007A,2,E145,EMB-145ER,J,4AL003
EMB145EU,E145,AE3007A,2,E145,EMB-145ER,J,4AL003
EMB145LI,E145,AE3007A,2,E145,EMB-145ER,J,4AL003
EMB145LR,E145,AE3007A1,2,E145,EMB-145LR,J,01P06AL028
EMB145LU,E145,AE3007A1,2,E145,EMB-145LR,J,01P06AL028
EMB145MP,E145,AE3007A1,2,E145,EMB-145ER,J,01P06AL028
EMB145MR,E145,AE3007A,2,E145,EMB-145ER,J,4AL003
EMB145RS,E145,AE3007A1,2,E145,EMB-145ER,J,01P06AL028
EMB145RS R99B,E145,AE3007A,2,E145,EMB-145ER,J,4AL003
EMB145SA,E145,AE3007A1,2,E145,EMB-145ER,J,01P06AL028
EMB145SA R99A,E145,AE3007A,2,E145,EMB-145ER,J,4AL003
EMB145XR,E145,AE3007A1,2,E145,EMB-145LR,J,01P06AL028
EMB170 100LR,E170,CF34-8E5,2,E170,EMB-170AR,J,01P08GE197
EMB170 100LR EMB 175,E75L,CF34-8E5,2,E75L,EMB-175LR,J,01P08GE197
EMB170 100SE,E170,CF34-8E5,2,E170,EMB-170AR,J,01P08GE197
EMB170 100ST,E170,CF34-8E5,2,E170,EMB-170AR,J,01P08GE197
EMB170 100STD,E170,CF34-8E5,2,E170,EMB-170STD,J,01P08GE197
EMB170 100SU,E170,CF34-8E5,2,E170,EMB-170AR,J,01P08GE197
EMB170 200LR EMB 175,E75L,CF34-8E5,2,E75L,EMB-175LR,J,01P08GE197
EMB170 200LR LW,E75L,CF34-8E5,2,E75L,EMB-175LR,J,01P08GE197
EMB170 200LR SW,E75L,CF34-8E5,2,E75L,EMB-175LR,J,01P08GE197
