ACFT_SERIES,ICAO,ENGINE_ID,ENG_TYPE,NB_ENG,BADA3,BADA4,BADA_TYPE
B737 7BK,B737,01P11CM112,CFM56-7B22E,2,B737,B737W24,J
B737 7BK,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 7BK,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7BQ,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7BX,B737,3CM031,CFM56-7B22,2,B737,B737W24,J
B737 7BX,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7C9,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7CG,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7CJ,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7CN,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7CT,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7CU,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7D6 C,B737,01P11CM121,CFM56-7BE,2,B737,B737W24,J
B737 7DP,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7DT,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7E0,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7ED,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7EE,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7EG,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 7EG,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7EH,B737,01P11CM112,CFM56-7B22E,2,B737,B737W24,J
B737 7EI,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7EJ,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7EL,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7EM,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7ES,E737,8CM051,CFM56-7B26,2,B737,,J
B737 7ET,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7FB,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7FG,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7FY,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7GC,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7GE,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 7GE,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7GJ,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 7GJ,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7GL,B737,3CM030,CFM56-7B20,2,B737,B737W24,J
B737 7GV,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7H3,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7H6,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7HB,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7HB QC,B737,3CM032,CFM56-7B24,2,B737,B737W24,J
B737 7HD,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7HE,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7HF,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7HI,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7HJC,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7HZ,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7JB,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
B737 7JF,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7JR,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 7JR,B737,8CM051,CFM56-7B26,2,B737,B737W24,J
B737 7JU,B737,01P11CM121,CFM56-7B27E,2,B737,B737W24,J
B737 7JU,B737,3CM034,CFM56-7B27,2,B737,B737W24,J
